ENSG00000186092	ENSMUSG00000051951	FBgn0002121	AT1G01010	
ENSG00000180879	ENSMUSG00000075874		AT4G37760	
ENSG00000067840	ENSMUSG00002075837		AT4G37770	
ENSG00000198910	ENSMUSG00002075850		AT4G37780	
ENSG00000126895	ENSMUSG00002074919		AT4G37790	
ENSG00000089820	ENSMUSG00002075449		AT4G37800	
ENSG00000102032	ENSMUSG00002074974		AT4G37810	
ENSG00000172534			AT4G37820	
ENSG00000177854			AT4G37830	
ENSG00000184216			AT4G37840	
ENSG00000169057			AT4G37850	
ENSG00000102076			AT4G37860	
ENSG00000268221			AT4G37870	
ENSG00000166160			AT4G37880	
ENSG00000269433			AT4G37890	
ENSG00000278057			AT4G37900	
ENSG00000007350			AT4G37910	
ENSG00000196924			AT4G37920	
ENSG00000102119			AT4G37925	
ENSG00000147403			AT4G37930	
ENSG00000013563			AT4G37940	
ENSG00000102125			AT4G37950	
ENSG00000071553			AT4G37970	
ENSG00000203879			AT4G37980	
ENSG00000071859			AT4G37990	
ENSG00000130827			AT4G38000	
ENSG00000196976			AT4G38005	
ENSG00000102178			AT4G38010	
ENSG00000126903			AT4G38020	
ENSG00000071889			AT4G38030	
ENSG00000160211			AT4G38040	
ENSG00000269335			AT4G38050	
ENSG00000268651			AT4G38060	
ENSG00000184033			AT4G38062	
ENSG00000126890			AT4G38065	
ENSG00000160219			AT4G38070	
ENSG00000130826			AT4G38080	
ENSG00000130830			AT4G38090	
ENSG00000203870			AT4G38092	
ENSG00000185010			AT4G38100	
ENSG00000274183			AT4G38120	
ENSG00000288722			AT4G38130	
ENSG00000165775			AT4G38140	
ENSG00000182712			AT4G38150	
ENSG00000214827			AT4G38160	
ENSG00000185515			AT4G38170	
ENSG00000155959			AT4G38180	
ENSG00000155961			AT4G38190	
ENSG00000155962			AT4G38200	
ENSG00000277858			AT4G38210	
ENSG00000288709			AT4G38213	
ENSG00000277150			AT4G38220	
ENSG00000277745			AT4G38225	
ENSG00000185973			AT4G38230	
ENSG00000168939			AT4G38240	
ENSG00000124333			AT4G38250	
ENSG00000124334			AT4G38260	
ENSG00000226179			AT4G38270	
ENSG00000236871			AT4G38280	
ENSG00000236017			AT4G38290	
ENSG00000223511			AT4G38300	
ENSG00000277120			AT4G38310	
ENSG00000230542			AT4G38320	
ENSG00000235483			AT4G38330	
ENSG00000229851			AT4G38340	
ENSG00000228459			AT4G38350	
ENSG00000212214			AT4G38360	
ENSG00000236188			AT4G38370	
ENSG00000201660			AT4G38380	
ENSG00000265284			AT4G38390	
ENSG00000225076			AT4G38400	
ENSG00000234129			AT4G38401	
ENSG00000223487			AT4G38405	
ENSG00000233338			AT4G38410	
ENSG00000235385			AT4G38420	
ENSG00000231216			AT4G38430	
ENSG00000226985			AT4G38440	
ENSG00000225833			AT4G38460	
ENSG00000281371			AT4G38470	
ENSG00000201467			AT4G38480	
ENSG00000238764			AT4G38490	
ENSG00000230020			AT4G38495	
ENSG00000225882			AT4G38500	
ENSG00000237221			AT4G38510	
ENSG00000237836			AT4G38520	
ENSG00000225037			AT4G38530	
ENSG00000224204			AT4G38540	
ENSG00000233067			AT4G38550	
ENSG00000201407			AT4G38560	
ENSG00000234230			AT4G38570	
ENSG00000236836			AT4G38580	
ENSG00000277569			AT4G38590	
ENSG00000243055			AT4G38600	
ENSG00000231542			AT4G38620	
ENSG00000235512			AT4G38630	
ENSG00000236828			AT4G38640	
ENSG00000221466			AT4G38650	
ENSG00000238123			AT4G38660	
ENSG00000235304			AT4G38670	
ENSG00000236747			AT4G38680	
ENSG00000234191			AT4G38690	
ENSG00000263972			AT4G38700	
ENSG00000234636			AT4G38710	
ENSG00000223714			AT4G38730	
ENSG00000233033			AT4G38740	
ENSG00000224294			AT4G38760	
ENSG00000236276			AT4G38770	
ENSG00000229563			AT4G38775	
ENSG00000270069			AT4G38780	
ENSG00000231566			AT4G38781	
ENSG00000212347			AT4G38790	
ENSG00000236751			AT4G38800	
ENSG00000230844			AT4G38810	
ENSG00000204904			AT4G38825	
ENSG00000196741			AT4G38820	
ENSG00000263858			AT4G38830	
ENSG00000267064			AT4G38840	
ENSG00000277541			AT4G38850	
ENSG00000224292			AT4G38860	
ENSG00000237341			AT4G38870	
ENSG00000234390			AT4G38880	
ENSG00000230317			AT4G38890	
ENSG00000234766			AT4G38900	
ENSG00000275335			AT4G38905	
ENSG00000266328			AT4G38910	
ENSG00000283334			AT4G38930	
ENSG00000235437			AT4G38940	
ENSG00000233661			AT4G38950	
ENSG00000274536			AT4G38960	
ENSG00000215162			AT4G38970	
ENSG00000220925			AT4G38980	
ENSG00000203588			AT4G38990	
ENSG00000231651			AT4G39000	
ENSG00000281852			AT4G39010	
ENSG00000231944			AT4G39020	
ENSG00000226725			AT4G39030	
ENSG00000270641			AT4G39040	
ENSG00000229807			AT4G39050	
ENSG00000278039			AT4G39060	
ENSG00000230590			AT4G39070	
ENSG00000225470			AT4G39080	
ENSG00000283534			AT4G39090	
ENSG00000278421			AT4G39100	
ENSG00000273974			AT4G39110	
ENSG00000275254			AT4G39120	
ENSG00000275625			AT4G39130	
ENSG00000277922			AT4G39140	
ENSG00000280870			AT4G39150	
ENSG00000283622			AT4G39160	
ENSG00000239008			AT4G39170	
ENSG00000202183			AT4G39180	
ENSG00000221494			AT4G39190	
ENSG00000283435			AT4G39200	
ENSG00000200422			AT4G39210	
ENSG00000252016			AT4G39220	
ENSG00000234161			AT4G39230	
ENSG00000221187			AT4G39235	
ENSG00000236256			AT4G39240	
ENSG00000252296			AT4G39250	
ENSG00000202231			AT4G39260	
ENSG00000225839			AT4G39270	
ENSG00000228275			AT4G39280	
ENSG00000223546			AT4G39290	
ENSG00000224031			AT4G39300	
ENSG00000231154			AT4G39320	
ENSG00000227610			AT4G39330	
ENSG00000237863			AT4G39340	
ENSG00000275110			AT4G39350	
ENSG00000229487			AT4G39360	
ENSG00000241743			AT4G39370	
ENSG00000212611			AT4G39380	
ENSG00000271826			AT4G39390	
ENSG00000252441			AT4G39400	
ENSG00000235244			AT4G39403	
ENSG00000229335			AT4G39410	
ENSG00000203650			AT4G39420	
ENSG00000224281			AT4G39460	
ENSG00000258545			AT4G39470	
ENSG00000228139			AT4G39480	
ENSG00000265456			AT4G39490	
ENSG00000237331			AT4G39500	
ENSG00000232412			AT4G39510	
ENSG00000252170			AT4G39520	
ENSG00000228659			AT4G39530	
ENSG00000213468			AT4G39540	
ENSG00000232160			AT4G39550	
ENSG00000235849			AT4G39560	
ENSG00000207100			AT4G39570	
ENSG00000216001			AT4G39580	
ENSG00000199132			AT4G39590	
ENSG00000207755			AT4G39600	
ENSG00000207784			AT4G39610	
ENSG00000223749			AT4G39620	
ENSG00000284231			AT4G39630	
ENSG00000227060			AT4G39640	
ENSG00000236091			AT4G39650	
ENSG00000228372			AT4G39660	
ENSG00000225235			AT4G39670	
ENSG00000239080			AT4G39675	
ENSG00000233093			AT4G39680	
ENSG00000224765			AT4G39690	
ENSG00000226031			AT4G39700	
ENSG00000252719			AT4G39710	
ENSG00000203930			AT4G39720	
ENSG00000288642			AT4G39730	
ENSG00000221081			AT4G39740	
ENSG00000277215			AT4G39745	
ENSG00000252219			AT4G39750	
ENSG00000216075			AT4G39753	
ENSG00000216005			AT4G39756	
ENSG00000215943			AT4G39760	
ENSG00000216098			AT4G39770	
ENSG00000216064			AT4G39780	
ENSG00000216056			AT4G39790	
ENSG00000216171			AT4G39795	
ENSG00000207871			AT4G39810	
ENSG00000207873			AT4G39820	
ENSG00000207984			AT4G39830	
ENSG00000207731			AT4G39840	
ENSG00000207969			AT4G39850	
ENSG00000207589			AT4G39860	
ENSG00000252583			AT4G39870	
ENSG00000212013			AT4G39880	
ENSG00000212014			AT4G39890	
ENSG00000208000			AT4G39900	
ENSG00000207641			AT4G39910	
ENSG00000207868			AT4G39917	
ENSG00000268066			AT4G39920	
ENSG00000274086			AT4G39925	
ENSG00000280752			AT4G39930	
ENSG00000230899			AT4G39940	
ENSG00000235703			AT4G39950	
ENSG00000252454			AT4G39952	
ENSG00000230153			AT4G39955	
ENSG00000265789			AT4G39960	
ENSG00000234696			AT4G39970	
ENSG00000229967			AT4G39980	
ENSG00000286051			AT4G39990	
ENSG00000232725			AT4G40000	
ENSG00000273769			AT4G40010	
ENSG00000235802			AT4G40011	
ENSG00000283694			AT4G40020	
ENSG00000284286			AT4G40030	
ENSG00000197180			AT4G40040	
ENSG00000279245			AT4G40042	
ENSG00000272681			AT4G40045	
ENSG00000221190			AT4G40050	
ENSG00000221603			AT4G40060	
ENSG00000224533			AT4G40063	
ENSG00000185203			AT4G40070	
ENSG00000184895			AT4G40080	
ENSG00000129824			AT4G40090	
ENSG00000067646			AT4G40100	
ENSG00000176679			AT4G00085	
ENSG00000099715			AT4G03525	
ENSG00000168757			AT4G03535	
ENSG00000099721			AT4G03545	
ENSG00000092377			AT4G03555	
ENSG00000233803			AT4G03575	
ENSG00000229549			AT4G03585	
ENSG00000228927			AT4G03595	
ENSG00000258992			AT4G03605	
ENSG00000238074			AT4G03655	
ENSG00000236424			AT4G03665	
ENSG00000114374			AT4G03675	
ENSG00000067048			AT4G03685	
ENSG00000183878			AT4G03705	
ENSG00000154620			AT4G03715	
ENSG00000129864			AT4G03725	
ENSG00000129862			AT4G03755	
ENSG00000165246			AT4G00885	
ENSG00000129873			AT4G03765	
ENSG00000182415			AT4G03785	
ENSG00000172468			AT4G00975	
ENSG00000169953			AT4G00985	
ENSG00000012817			AT4G03805	
ENSG00000198692			AT4G03815	
ENSG00000280969			AT4G03845	
ENSG00000244395			AT4G03855	
ENSG00000242389			AT4G01355	
ENSG00000169807			AT4G03875	
ENSG00000169800			AT4G01533	
ENSG00000226941			AT4G03895	
ENSG00000169789			AT4G03905	
ENSG00000183753			AT4G03925	
ENSG00000188120			AT4G01593	
ENSG00000205944			AT4G03955	
ENSG00000172352			AT4G03985	
ENSG00000183795			AT4G01865	
ENSG00000187191			AT4G03995	
ENSG00000205916			AT4G04005	
ENSG00000185894			AT4G04015	
ENSG00000172288			AT4G04035	
ENSG00000233070			AT4G02005	
ENSG00000231535			AT4G04055	
ENSG00000229643			AT4G04065	
ENSG00000129816			AT4G04075	
ENSG00000212856			AT4G04085	
ENSG00000237563			AT4G04095	
ENSG00000147753			AT4G04115	
ENSG00000185700			AT4G04135	
ENSG00000237048			AT4G04185	
ENSG00000286217			AT4G04195	
ENSG00000233699			AT4G02555	
ENSG00000232808			AT4G04205	
ENSG00000228383			AT4G04215	
ENSG00000237802			AT4G04225	
ENSG00000183385			AT4G04235	
ENSG00000147761			AT4G04275	
ENSG00000228890			AT4G04285	
ENSG00000212855			AT4G04295	
ENSG00000129845			AT4G04305	
ENSG00000224075			AT4G04325	
ENSG00000239225			AT4G04335	
ENSG00000228787			AT4G04345	
ENSG00000252689			AT4G04355	
ENSG00000224989			AT4G03038	
ENSG00000230663			AT4G03039	
ENSG00000233522			AT4G04385	
ENSG00000226362			AT4G04425	
ENSG00000131007			AT4G03135	
ENSG00000176728			AT4G04435	
ENSG00000229236			AT4G04445	
ENSG00000183146			AT4G04455	
ENSG00000184991			AT4G03285	
ENSG00000131548			AT4G04465	
ENSG00000215560			AT4G03295	
ENSG00000131538			AT4G04475	
ENSG00000228240			AT4G04485	
ENSG00000226906			AT4G04505	
ENSG00000280961			AT4G04515	
ENSG00000227439			AT4G04535	
ENSG00000235412			AT4G04565	
ENSG00000228296			AT4G04585	
ENSG00000223641			AT4G04615	
ENSG00000231141			AT4G04625	
			AT4G03435	
			AT4G03438	
			AT4G03445	
			AT4G04645	
			AT4G03455	
			AT4G04665	
			AT4G03811	
			AT4G04675	
			AT4G04755	
			AT4G04765	
			AT4G03935	
			AT4G04077	
			AT4G04785	
			AT4G04221	
			AT4G04223	
			AT4G04795	
			AT4G04805	
			AT4G04315	
			AT4G04815	
			AT4G04825	
			AT4G04835	
			AT4G04855	
			AT4G04865	
			AT4G04875	
			AT4G04895	
			AT4G04905	
			AT4G04945	
			AT4G04965	
			AT4G04975	
			AT4G04995	
			AT4G05005	
			AT4G05015	
			AT4G05025	
			AT4G05045	
			AT4G05055	
			AT4G05048	
			AT4G05065	
			AT4G05105	
			AT4G05075	
			AT4G05085	
			AT4G05115	
			AT4G05125	
			AT4G05135	
			AT4G05155	
			AT4G05508	
			AT4G05205	
			AT4G06701	
			AT4G05215	
			AT4G05225	
			AT4G05235	
			AT4G05245	
			AT4G05255	
			AT4G05275	
			AT4G05285	
			AT4G05295	
			AT4G08035	
			AT4G05305	
			AT4G05315	
			AT4G05335	
			AT4G08116	
			AT4G05355	
			AT4G05365	
			AT4G05375	
			AT4G05385	
			AT4G05395	
			AT4G05405	
			AT4G08345	
			AT4G05415	
			AT4G05425	
			AT4G05435	
			AT4G05445	
			AT4G05455	
			AT4G05465	
			AT4G05485	
			AT4G05525	
			AT4G05535	
			AT4G05545	
			AT4G05565	
			AT4G05605	
			AT4G05615	
			AT4G05625	
			AT4G05645	
			AT4G05650	
			AT4G05655	
			AT4G05660	
			AT4G05665	
			AT4G05670	
			AT4G05675	
			AT4G05680	
			AT4G05685	
			AT4G05690	
			AT4G05695	
			AT4G05700	
			AT4G05705	
			AT4G05710	
			AT4G05715	
			AT4G09432	
			AT4G05720	
			AT4G05730	
			AT4G05735	
			AT4G05740	
			AT4G05745	
			AT4G05750	
			AT4G05755	
			AT4G05760	
			AT4G05765	
			AT4G05770	
			AT4G05775	
			AT4G10345	
			AT4G05780	
			AT4G05785	
			AT4G05790	
			AT4G05795	
			AT4G10507	
			AT4G05800	
			AT4G05805	
			AT4G05810	
			AT4G05815	
			AT4G10815	
			AT4G05840	
			AT4G05845	
			AT4G05850	
			AT4G05855	
			AT4G05860	
			AT4G11177	
			AT4G11213	
			AT4G11216	
			AT4G05870	
			AT4G05865	
			AT4G05875	
			AT4G11355	
			AT4G11405	
			AT4G05885	
			AT4G05880	
			AT4G05890	
			AT4G05895	
			AT4G05900	
			AT4G05905	
			AT4G05910	
			AT4G05915	
			AT4G05920	
			AT4G05925	
			AT4G05935	
			AT4G11985	
			AT4G05940	
			AT4G05945	
			AT4G05950	
			AT4G12065	
			AT4G12115	
			AT4G05965	
			AT4G05970	
			AT4G05975	
			AT4G05980	
			AT4G05985	
			AT4G12405	
			AT4G05990	
			AT4G12917	
			AT4G05995	
			AT4G06000	
			AT4G06005	
			AT4G06010	
			AT4G06015	
			AT4G13245	
			AT4G06045	
			AT4G06050	
			AT4G06055	
			AT4G13265	
			AT4G06060	
			AT4G06065	
			AT4G13445	
			AT4G06070	
			AT4G13495	
			AT4G13494	
			AT4G06080	
			AT4G06085	
			AT4G06090	
			AT4G06095	
			AT4G13505	
			AT4G13554	
			AT4G13555	
			AT4G06105	
			AT4G13564	
			AT4G06115	
			AT4G06135	
			AT4G06140	
			AT4G06145	
			AT4G06155	
			AT4G06160	
			AT4G13918	
			AT4G06165	
			AT4G06170	
			AT4G06175	
			AT4G06185	
			AT4G14345	
			AT4G14415	
			AT4G06195	
			AT4G14548	
			AT4G06200	
			AT4G06205	
			AT4G06210	
			AT4G06215	
			AT4G06225	
			AT4G06235	
			AT4G06245	
			AT4G06250	
			AT4G06255	
			AT4G06260	
			AT4G06265	
			AT4G06280	
			AT4G14811	
			AT4G06285	
			AT4G06290	
			AT4G15242	
			AT4G06295	
			AT4G06300	
			AT4G06305	
			AT4G06310	
			AT4G06315	
			AT4G06320	
			AT4G15258	
			AT4G06330	
			AT4G15775	
			AT4G06335	
			AT4G06340	
			AT4G06345	
			AT4G06365	
			AT4G06370	
			AT4G06375	
			AT4G06380	
			AT4G16105	
			AT4G06385	
			AT4G16235	
			AT4G16355	
			AT4G06390	
			AT4G06395	
			AT4G16465	
			AT4G16475	
			AT4G06400	
			AT4G06405	
			AT4G06410	
			AT4G06415	
			AT4G06425	
			AT4G16748	
			AT4G16892	
			AT4G06440	
			AT4G06445	
			AT4G06450	
			AT4G06455	
			AT4G06460	
			AT4G06665	
			AT4G17098	
			AT4G06675	
			AT4G06685	
			AT4G06695	
			AT4G06715	
			AT4G06725	
			AT4G17612	
			AT4G17765	
			AT4G17788	
			AT4G06745	
			AT4G06755	
			AT4G17975	
			AT4G06760	
			AT4G18255	
			AT4G06765	
			AT4G06770	
			AT4G06775	
			AT4G06780	
			AT4G06785	
			AT4G06795	
			AT4G06800	
			AT4G06805	
			AT4G06810	
			AT4G06815	
			AT4G06820	
			AT4G06825	
			AT4G06830	
			AT4G06835	
			AT4G18725	
			AT4G06845	
			AT4G18815	
			AT4G06850	
			AT4G06855	
			AT4G06860	
			AT4G06865	
			AT4G06870	
			AT4G06875	
			AT4G19395	
			AT4G06880	
			AT4G06885	
			AT4G06890	
			AT4G06895	
			AT4G06900	
			AT4G06905	
			AT4G06910	
			AT4G06915	
			AT4G06920	
			AT4G06930	
			AT4G06925	
			AT4G06935	
			AT4G20115	
			AT4G06945	
			AT4G06950	
			AT4G06955	
			AT4G06960	
			AT4G20362	
			AT4G06965	
			AT4G06970	
			AT4G06975	
			AT4G06980	
			AT4G06985	
			AT4G06990	
			AT4G06995	
			AT4G07000	
			AT4G07005	
			AT4G21362	
			AT4G07010	
			AT4G07015	
			AT4G07020	
			AT4G21595	
			AT4G07025	
			AT4G07030	
			AT4G07040	
			AT4G07045	
			AT4G07050	
			AT4G07055	
			AT4G07060	
			AT4G22233	
			AT4G22265	
			AT4G07065	
			AT4G07070	
			AT4G07085	
			AT4G07090	
			AT4G22635	
			AT4G07095	
			AT4G22754	
			AT4G07100	
			AT4G07105	
			AT4G07110	
			AT4G23205	
			AT4G23375	
			AT4G23387	
			AT4G07115	
			AT4G07125	
			AT4G07130	
			AT4G07135	
			AT4G07150	
			AT4G07160	
			AT4G07165	
			AT4G23635	
			AT4G23713	
			AT4G07170	
			AT4G07175	
			AT4G07180	
			AT4G07185	
			AT4G07190	
			AT4G23915	
			AT4G07195	
			AT4G07200	
			AT4G07205	
			AT4G07210	
			AT4G24025	
			AT4G07215	
			AT4G07225	
			AT4G07220	
			AT4G07230	
			AT4G07235	
			AT4G07240	
			AT4G07245	
			AT4G07250	
			AT4G07255	
			AT4G07260	
			AT4G24415	
			AT4G07265	
			AT4G07270	
			AT4G07275	
			AT4G24565	
			AT4G07280	
			AT4G07285	
			AT4G07290	
			AT4G07295	
			AT4G07300	
			AT4G07305	
			AT4G07335	
			AT4G07345	
			AT4G07365	
			AT4G07375	
			AT4G25435	
			AT4G07385	
			AT4G07395	
			AT4G07405	
			AT4G25585	
			AT4G25719	
			AT4G07465	
			AT4G25885	
			AT4G07505	
			AT4G26095	
			AT4G07535	
			AT4G07545	
			AT4G26225	
			AT4G26255	
			AT4G07565	
			AT4G07575	
			AT4G26365	
			AT4G07625	
			AT4G07635	
			AT4G26375	
			AT4G26385	
			AT4G07645	
			AT4G07655	
			AT4G26488	
			AT4G26542	
			AT4G07665	
			AT4G26582	
			AT4G26675	
			AT4G26795	
			AT4G07715	
			AT4G07735	
			AT4G07745	
			AT4G07765	
			AT4G07775	
			AT4G07785	
			AT4G07805	
			AT4G27395	
			AT4G07815	
			AT4G07845	
			AT4G07855	
			AT4G07865	
			AT4G07875	
			AT4G07895	
			AT4G27765	
			AT4G07905	
			AT4G27852	
			AT4G27875	
			AT4G27885	
			AT4G07925	
			AT4G07955	
			AT4G07975	
			AT4G07985	
			AT4G28162	
			AT4G08005	
			AT4G08015	
			AT4G28362	
			AT4G28652	
			AT4G28915	
			AT4G08045	
			AT4G08055	
			AT4G08065	
			AT4G08075	
			AT4G08085	
			AT4G29415	
			AT4G08185	
			AT4G08195	
			AT4G08205	
			AT4G08215	
			AT4G08225	
			AT4G08245	
			AT4G08255	
			AT4G08265	
			AT4G08285	
			AT4G08295	
			AT4G08305	
			AT4G08315	
			AT4G08335	
			AT4G08355	
			AT4G30872	
			AT4G08365	
			AT4G08385	
			AT4G30975	
			AT4G08415	
			AT4G31075	
			AT4G31248	
			AT4G31265	
			AT4G08435	
			AT4G08445	
			AT4G08465	
			AT4G08475	
			AT4G08495	
			AT4G31398	
			AT4G08505	
			AT4G31408	
			AT4G08515	
			AT4G31695	
			AT4G08525	
			AT4G08565	
			AT4G08575	
			AT4G31877	
			AT4G31895	
			AT4G08585	
			AT4G08595	
			AT4G08635	
			AT4G32265	
			AT4G08665	
			AT4G32445	
			AT4G32475	
			AT4G08705	
			AT4G32765	
			AT4G08715	
			AT4G08725	
			AT4G08755	
			AT4G08775	
			AT4G08785	
			AT4G08795	
			AT4G08805	
			AT4G08815	
			AT4G08825	
			AT4G08835	
			AT4G08845	
			AT4G08855	
			AT4G08865	
			AT4G34035	
			AT4G08885	
			AT4G08915	
			AT4G34071	
			AT4G08925	
			AT4G08935	
			AT4G08955	
			AT4G08965	
			AT4G08975	
			AT4G34332	
			AT4G08985	
			AT4G34415	
			AT4G09005	
			AT4G34695	
			AT4G09015	
			AT4G09025	
			AT4G09045	
			AT4G09055	
			AT4G34975	
			AT4G09065	
			AT4G09075	
			AT4G09085	
			AT4G09105	
			AT4G09115	
			AT4G09125	
			AT4G09135	
			AT4G09145	
			AT4G09155	
			AT4G09165	
			AT4G09175	
			AT4G09185	
			AT4G09195	
			AT4G09225	
			AT4G09235	
			AT4G09240	
			AT4G36032	
			AT4G36052	
			AT4G36197	
			AT4G09265	
			AT4G36245	
			AT4G09275	
			AT4G09285	
			AT4G09295	
			AT4G09305	
			AT4G09315	
			AT4G09325	
			AT4G09335	
			AT4G36635	
			AT4G36648	
			AT4G09365	
			AT4G09375	
			AT4G09385	
			AT4G36808	
			AT4G09395	
			AT4G09405	
			AT4G09415	
			AT4G09445	
			AT4G37175	
			AT4G37225	
			AT4G09485	
			AT4G09495	
			AT4G37432	
			AT4G37553	
			AT4G09515	
			AT4G09525	
			AT4G09535	
			AT4G09555	
			AT4G09575	
			AT4G09605	
			AT4G09635	
			AT4G09645	
			AT4G09655	
			AT4G09665	
			AT4G37895	
			AT4G09675	
			AT4G09685	
			AT4G38215	
			AT4G09695	
			AT4G09705	
			AT4G38545	
			AT4G38552	
			AT4G09715	
			AT4G09725	
			AT4G09735	
			AT4G09755	
			AT4G09765	
			AT4G38932	
			AT4G09785	
			AT4G09815	
			AT4G09825	
			AT4G39195	
			AT4G39345	
			AT4G39361	
			AT4G09845	
			AT4G39363	
			AT4G39364	
			AT4G39366	
			AT4G09855	
			AT4G39404	
			AT4G09865	
			AT4G09885	
			AT4G09895	
			AT4G39615	
			AT4G39672	
			AT4G09905	
			AT4G09915	
			AT4G39838	
			AT4G09935	
			AT4G09945	
			AT4G39865	
			AT4G09955	
			AT4G09975	
			AT4G39985	
			AT4G09985	
			AT4G40065	
			AT4G40085	
			AT4G09995	
			AT5G01010	
			AT5G01015	
			AT5G01017	
			AT5G01020	
			AT5G01030	
			AT5G01040	
			AT5G01050	
			AT5G01060	
			AT5G01070	
			AT5G01075	
			AT5G01080	
			AT5G01090	
			AT5G01100	
			AT5G01110	
			AT5G01120	
			AT5G01130	
			AT5G01140	
			AT5G01150	
			AT5G01160	
			AT5G01170	
			AT5G01180	
			AT5G01190	
			AT5G01200	
			AT5G01210	
			AT5G01220	
			AT5G01225	
			AT5G01230	
			AT5G01240	
			AT5G01250	
			AT5G01260	
			AT5G01270	
			AT5G01280	
			AT5G01290	
			AT5G01300	
			AT5G01305	
			AT5G01310	
			AT5G01320	
			AT5G01330	
			AT5G01340	
			AT5G01350	
			AT5G01360	
			AT5G01370	
			AT5G01380	
			AT5G01390	
			AT5G01400	
			AT5G01410	
			AT5G01420	
			AT5G01440	
			AT5G01445	
			AT5G01450	
			AT5G01460	
			AT5G01470	
			AT5G01480	
			AT5G01490	
			AT5G01500	
			AT5G01510	
			AT5G01520	
			AT5G01530	
			AT5G01540	
			AT5G01550	
			AT5G01560	
			AT5G01570	
			AT5G01580	
			AT5G01590	
			AT5G01600	
			AT5G01610	
			AT5G01620	
			AT5G01630	
			AT5G01640	
			AT5G01650	
			AT5G01660	
			AT5G01670	
			AT5G01680	
			AT5G01690	
			AT5G01700	
			AT5G01710	
			AT5G01720	
			AT5G01730	
			AT5G01740	
			AT5G01750	
			AT5G01760	
			AT5G01770	
			AT5G01780	
			AT5G01790	
			AT5G01800	
			AT5G01810	
			AT5G01820	
			AT5G01830	
			AT5G01840	
			AT5G01850	
			AT5G01860	
			AT5G01870	
			AT5G01880	
			AT5G01890	
			AT5G01895	
			AT5G01900	
			AT5G01910	
			AT5G01920	
			AT5G01930	
			AT5G01940	
			AT5G01950	
			AT5G01960	
			AT5G01970	
			AT5G01980	
			AT5G01990	
			AT5G02000	
			AT5G02010	
			AT5G02020	
			AT5G02030	
			AT5G02040	
			AT5G02050	
			AT5G02060	
			AT5G02065	
			AT5G02070	
			AT5G02080	
			AT5G02090	
			AT5G02100	
			AT5G02110	
			AT5G02120	
			AT5G02130	
			AT5G02140	
			AT5G02150	
			AT5G02160	
			AT5G02170	
			AT5G02180	
			AT5G02190	
			AT5G02200	
			AT5G02210	
			AT5G02220	
			AT5G02230	
			AT5G02240	
			AT5G02260	
			AT5G02270	
			AT5G02280	
			AT5G02290	
			AT5G02310	
			AT5G02320	
			AT5G02330	
			AT5G02340	
			AT5G02350	
			AT5G02360	
			AT5G02370	
			AT5G02380	
			AT5G02390	
			AT5G02400	
			AT5G02410	
			AT5G02420	
			AT5G02430	
			AT5G02440	
			AT5G02450	
			AT5G02460	
			AT5G02470	
			AT5G02480	
			AT5G02490	
			AT5G02500	
			AT5G02502	
			AT5G02510	
			AT5G02520	
			AT5G02540	
			AT5G02550	
			AT5G02560	
			AT5G02570	
			AT5G02580	
			AT5G02590	
			AT5G02600	
			AT5G02610	
			AT5G02620	
			AT5G02630	
			AT5G02640	
			AT5G02650	
			AT5G02660	
			AT5G02670	
			AT5G02680	
			AT5G02700	
			AT5G02710	
			AT5G02720	
			AT5G02730	
			AT5G02740	
			AT5G02750	
			AT5G02760	
			AT5G02770	
			AT5G02780	
			AT5G02790	
			AT5G02800	
			AT5G02810	
			AT5G02820	
			AT5G02830	
			AT5G02840	
			AT5G02850	
			AT5G02860	
			AT5G02870	
			AT5G02880	
			AT5G02890	
			AT5G02900	
			AT5G02910	
			AT5G02920	
			AT5G02930	
			AT5G02940	
			AT5G02950	
			AT5G02960	
			AT5G02970	
			AT5G02980	
			AT5G02990	
			AT5G02995	
			AT5G03000	
			AT5G03010	
			AT5G03020	
			AT5G03030	
			AT5G03040	
			AT5G03050	
			AT5G03060	
			AT5G03070	
			AT5G03080	
			AT5G03090	
			AT5G03100	
			AT5G03110	
			AT5G03120	
			AT5G03130	
			AT5G03140	
			AT5G03150	
			AT5G03160	
			AT5G03170	
			AT5G03180	
			AT5G03190	
			AT5G03200	
			AT5G03204	
			AT5G03210	
			AT5G03220	
			AT5G03230	
			AT5G03240	
			AT5G03250	
			AT5G03260	
			AT5G03270	
			AT5G03280	
			AT5G03290	
			AT5G03300	
			AT5G03310	
			AT5G03320	
			AT5G03330	
			AT5G03340	
			AT5G03345	
			AT5G03350	
			AT5G03355	
			AT5G03360	
			AT5G03370	
			AT5G03380	
			AT5G03390	
			AT5G03400	
			AT5G03406	
			AT5G03415	
			AT5G03420	
			AT5G03430	
			AT5G03435	
			AT5G03440	
			AT5G03450	
			AT5G03455	
			AT5G03460	
			AT5G03470	
			AT5G03480	
			AT5G03490	
			AT5G03495	
			AT5G03500	
			AT5G03510	
			AT5G03520	
			AT5G03530	
			AT5G03540	
			AT5G03545	
			AT5G03550	
			AT5G03553	
			AT5G03555	
			AT5G03560	
			AT5G03570	
			AT5G03580	
			AT5G03590	
			AT5G03600	
			AT5G03610	
			AT5G03620	
			AT5G03630	
			AT5G03640	
			AT5G03650	
			AT5G03660	
			AT5G03670	
			AT5G03680	
